appid,recommendationid,review_text,voted_up,timestamp_created,votes_up,votes_funny,weighted_vote_score,comment_count,playtime_at_review_minutes,playtime_forever_minutes,steamid
1005300,129128386,good,True,1671835457,0,0,0.5,0,195,684,76561198170792837
1005300,155713697,AMAZING 10000000000000000000000000000/10 PERFECTION,True,1704923515,0,0,0.5,0,271,545,76561198972004668
1005300,139626553,FUN,True,1686034931,0,0,0.5,0,235,585,76561198109057332
1005300,92180701,so ccol and susy,True,1621294851,1,0,0.497960388660430908,0,198,1682,76561198424456448
1005300,108421916,It's a hilarious game to play with friends or even strangers. Role models is one of my personal favorites because it's just so what the that's not me. Joke boat comes in at 2nd place.,True,1642725116,0,0,0.5,0,204,301,76561198810233435
1005300,89400790,It is so much fun with friends,True,1617149164,0,0,0.5,0,276,1264,76561198801068909
1005300,83621049,ITS FUN WITH FRIENDS,True,1609386163,0,0,0.5,0,225,399,76561199057430394
1005300,181924928,:),True,1733366709,0,0,0.5,0,280,295,76561199066604904
1005300,147650260,"Trivia Murder Party 2 is even better than the first one, which makes this pack an easy recommend.  Push the Button is another great concept, but it requires a little more teaching/experience than is typical in order to do well and is therefore group dependent.  If your gang enjoys secret role games you will love it.

The other games are pretty forgettable, and garnered very limited playtime in our sittings.",True,1696459924,0,0,0.5,0,208,799,76561197972996364
1005300,172128602,Is good,True,1723664281,0,0,0.5,0,13,204,76561198239666730
1005300,116175427,good game,True,1653800895,0,0,0.5,0,180,823,76561199252891697
1005300,85002756,fun interactive game to play with youth.,True,1611098747,0,0,0.5,0,228,625,76561199115790437
1005300,78220598,,True,1603779057,0,0,0.461180001497268677,0,254,392,76561198116410993
1005300,107283211,fun with friends,True,1641281835,0,0,0.5,0,192,1002,76561198355492959
1005300,84334057,fubnny,True,1610164205,0,0,0.5,0,243,1736,76561199006672151
1005300,191693749,ebic but bad if no friends,True,1743474971,0,0,0.5,0,236,262,76561198316175004
1005300,111553246,Very adequate!,True,1646438172,0,0,0.5,1,182,930,76561198042273518
1005300,92421950,"This is one of the best Jackbox pack, next to Pack 4. I love every single game in this pack. You have trivia (Trivia Murder Party 2), you have a game that ""tests your friendship"" (Role Models), you have a word game (Dictionarium), you have a longer-play, interactive game similar to Werewolf (Push The Button) - I'd say the weakest is Joke Boat because it depends on whether your friends enjoy telling jokes. But other than that, a really stellar pack that I suggest you investing in!",True,1621703852,0,0,0.5,0,228,228,76561198036226719
1005300,110930787,yeah,True,1645760029,0,0,0.5,0,202,641,76561198993079134
1005300,125666118,this is great for gatherings,True,1668743306,0,0,0.5,0,304,604,76561198333703004
1005300,78182945,Very funt to play with friends and stream alike,True,1603718123,0,0,0.47826087474822998,0,47,683,76561198977883996
1005300,115821105,Really fun.. but watch out. The one where you categorize your friends may cause a bit of... unrest.. drama... wedges. But overall I would recommend this game puuuur,True,1653186808,0,0,0.5,0,190,664,76561198088999465
1005300,130062619,"Fun multiplayer party game.  Would not necessarily recommend for mixed age groups, but excellent for friends or close family.",True,1672785471,0,0,0.5,0,211,404,76561199184455669
1005300,152838700,"Michael made me get this one, and while im contractually obliged to say its good, i REALLY do think its good. REALLY REALLY",True,1701647317,0,1,0.5,0,138,138,76561198097051093
1005300,100189397,Great overall,True,1632955328,0,1,0.5,0,155,1754,76561198256102301
1005300,113673216,Best to play with 4+ players. You will laugh so much to a point you might cry.  Couch play or even share link/code with other friends online. Just need a way to show your screen to everyone. Streaming or if anyone does Discord. Highly recommend this game and all the other Jackbox Party pack games.,True,1649650577,0,0,0.5,0,196,813,76561198046644649
1005300,108233443,"please see my review of ""The Jackbox Party Pack 5""",True,1642458619,0,0,0.5,0,62,146,76561198955297242
1005300,166354784,very fun,True,1717098595,2,0,0.528985500335693359,0,204,408,76561199446675802
1005300,162582854,"This is one of the bestJackboxes. If you're looking for your 2nd or 3rd party pack, this isn't a bad one to pick up. It's one of the ones my friends return to the most. Let's go through each game in the pack!

[b]Trivia Murder Party 2[/b] is an improvement over the original while still keeping the core gameplay feeling exactly the same. The biggest differences you'll see here is more games, and the end sequence requiring a perfect answer for the final escape question.

[b]Joke Boat[/b] is another one we keep coming back to. You write short jokes (with help from prompts) and then it gets compared to another joke someone else wrote, and everyone else votes on which joke was better. It initially sounds like something that would give me creative anxiety, but the jokes are very prompt heavy and structured. First you'll choose between a few joke beginnings, then choose between a few subjects that fit that beginning. Then you write the final part of the joke yourself. Sometimes you get stuck with a difficult setup/subject combination and that's all part of the fun! In the final round, you get the chance to re-write each others jokes.

[b]Role Models[/b] is the third game we regularly come back to. It's best played with people you know well. Everyone will vote on a category, and then you'll be given a list of roles within that category and you'll have to sort your friends into each of those roles. For example, who is the brains, the muscle, the ""guy at the computer,"" etc. You'll get points for accurately predicting who should go where. You can even ""double down"" on a specific person you think is [i]sure[i/] to get a specific role. There are also tie breaking games, and those will happen a lot. The person with the most points at the end wins!

[b]Push The Button[/b] is kind of like Among Us where one (or a few) of you is an alien aboard a spaceship, and the rest are humans. You'll play a series of games where the humans are given one prompt and the alien(s) is given a very slightly different prompt. If someone thinks someone is an alien, they can push the button to call a vote on whether or not to send them out of the airlock, but each player is only allowed to push the button once! The humans win if they successfully the alien(s) out of the airlock, and lose if they run out of time, or if all humans have pushed the button and there is still at least one alien remaining. This game won't be for everyone (people who don't like lying games), but it does what it does very well.

[b]Dictionarium[/b] is kind of the stinker of the pack, in our opinion. Every Jackbox party pack seems to have at least one, and for this pack, it is this one. Still 4 out of 5 good games is pretty good!
This is kind of like the classic dictionary game people used to play on a rainy day, but with made up words. Players will invent definitions for a made up word that the game presents to you. Then, everyone votes on the best definition, and you get points for everyone that voted for yours. There is a second round where you invent made up words that are synonyms to the definitions you made in the previous rounds, and then a third round where you use those words in a sentence. Whoever has the most points at the end wins.
One of the reasons this game falls so flat on its face is that you can make a word with absolutely no context mean pretty much anything, so the entire first round plays exactly the same no matter what the word is. The second round is just voting on whoever made the best jibberish word, which doesn't even [i]sound[/i] fun. The third round is the one that has the most potential for creativity and to actually have fun with it and maybe make someone laugh, but by this point you're so bored of this game you want it to end.

All in all, this is one of the better packs!",True,1712720442,0,0,0.5,0,240,1053,76561198126131086
