appid,recommendationid,review_text,voted_up,timestamp_created,votes_up,votes_funny,weighted_vote_score,comment_count,playtime_at_review_minutes,playtime_forever_minutes,steamid
2058140,205443909,"I'm impressed at how many different items can be controlled by Henry, and the sort of puzzles that can be set up for the game's premise.  They've added so many options that it almost feels like it could be called an ""immersive puzzle sim"", if it wasn't for the fact that I don't think you can solve everything with a big enough pile of boxes.  This is a really clever concept, and it's always fun seeing innovation when it comes to puzzle games.",True,1759109895,2,1,0.5,0,32,32,76561198025442015
2058140,204683349,A half-headed character in a whole-hearted game. Awesome.,True,1758274435,0,0,0.5,0,81,119,76561198033827902
2058140,204572831,Incredibly creative and cute!,True,1758137122,1,0,0.5,0,101,101,76561198051038828
2058140,204505602,"If you enjoy the silly little things in life, this game is for you! Interacting with everything is very entertaining and sometimes even surprising. Had a lot of fun so far playing co-op :) 
There's plenty of ducks and they make funny noises, 10/10 🦆",True,1758056107,2,0,0.520547926425933838,0,63,63,76561198865021244
2058140,204487098,"High quality, well put together and very consistent experience. From the sound, to the music, to the story, to the narrative to the art. It's a bite sized narrative physicsy game. It did tug a tiny tug on my cynical old heart string by the end. Well done!",True,1758039743,1,0,0.5,0,96,96,76561197991708089
2058140,212271617,Henry is a good lad,True,1764579191,1,0,0.5,0,90,143,76561197964884965
2058140,204489953,"I was a cake, a pen, a duck and multiple doors! My life will never be the same again.
It's by far the most playful game I've ever played.",True,1758042392,1,0,0.523809552192687988,0,75,219,76561198185608078
2058140,204534516,"I'm past the childhood stage and had a ton of fun already. Supposedly pretty short, but for that price definetly worth it. Highly recommended, insanely charming story toybox.",True,1758093318,6,0,0.545454561710357666,0,67,67,76561198039670373
2058140,204593551,cake yummee,True,1758163271,1,0,0.5,0,90,298,76561199236137029
2058140,204537799,"Henry Halfhead is a cheeky little game bursting with quirky, unique ideas. The playful tunes and delightful sound effects make every bit of exploration a joy.",True,1758098801,2,0,0.5,0,68,68,76561198080651619
2058140,206435925,"Very cute, interesting gameplay. Highly rec. playing this with a controller and with your volume up to hear the narrator. Basically you run around going through ""phases of life"" for lack of better terms, it's an unfolding story of Henry's life from being a baby. You interact with various items to solve puzzles/objectives. Achievements give more to do to the game, however you will not enjoy this game if you simply want to beat it/blast through it. You'll have to mess around doing silly stuff to really enjoy it. Kid friendly, nothing suggestive in it. Good, clean, and fun. However it is fairly short. You can beat the objectives in like three hours and/or get all achievements in 3-4 hours easy.",True,1760184533,8,0,0.61538463830947876,0,96,181,76561197967561784
2058140,205305024,"I've been waiting for this game to come out for years! And It's even better than I imagined! Henry is just so cute and funny and you have so many things to play around. Also the soundtrack is amazing. Apple, apple, apple, apple! Can't recommend it enough <3",True,1758967236,1,2,0.476190477609634399,0,54,86,76561198026355636
2058140,205646842,That ending was weirdly touching.,True,1759352790,4,0,0.54703831672668457,0,109,109,76561198041596567
2058140,204609864,"Very cute game! I have been following this for a while and i am so happy i can finally spread havok and mischeaf as half a head. 

Fell in the hole many times 10/10",True,1758191555,1,0,0.5,0,72,72,76561198064576027
2058140,204490344,👀,True,1758042786,0,0,0.5,0,40,124,76561198986252874
2058140,205019169,"Just started but looks very promising, can‘t wait to become spaghetti.",True,1758624153,1,1,0.451127827167510986,0,16,16,76561198024937845
2058140,204574878,"Turns out you really *can* be anything you set your mind to! This is a delightful little experience, showing that games don't have to be 100 hours long to be memorable and worth your time - quite the opposite!",True,1758139153,2,0,0.5,0,103,103,76561198006926626
2058140,204497771,"I was able to play the demo for this game and it's incredible how much it developed since then. The game so far is a joyful and creative sandbox experience. A ton of interactions prompt fun voicelines, the aesthetic is very appealing and fits the comedic tone and the music does a great job of getting you into the core idea of exploring and playing with your surroundings. Clearly a lot of love went into making this game.",True,1758049137,2,0,0.5,0,53,53,76561198040657702
2058140,204509201,"Story: Excellent, with a deep message
Music: Very good
Gameplay: Very Good and Funny
Graphics: Colorful and cozy
Game Time: 1 - 2 Hours

Here I will leave the cat, friends who pass by can pet it and give it a thumbs up
　　　 　　／＞　　フ
　　　 　　| 　　 l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿ヽ)__)",True,1758059800,8,0,0.502576231956481934,0,6,6,76561198078178546
2058140,208125116,My sister and I had the chance to try this game at gamescom last year and we were so excited for it to be released. We had lot's of fun. this is a short and fun experience. We loved trying out all the hats.,True,1761997916,2,0,0.5,0,28,28,76561198267758005
2058140,204500380,"Short but amazing, like this review.",True,1758051365,1,0,0.5,0,56,56,76561197970562992
2058140,204635982,This game is an absolute delight. I picked it up and played for a few hours right out of the gate. It features the same kind of charming maliciousness that I associate with Untitled Goose Game. I can't wait to play co-op with my kid!,True,1758218605,0,0,0.5,0,39,50,76561197968522670
2058140,204690038,"This game is a gem. It's brutally funny and quirky just like the base idea of it.
We had a lot of fun with it on stream!

I can recommend it to everyone who likes to create some silly chaos! :)",True,1758282753,0,0,0.5,0,46,46,76561198331968206
